radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst,Result
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(-0.0084, 0.029]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(-0.0084, 0.029]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(-0.0084, 0.029]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.039, 0.065]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.039, 0.065]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(-0.0084, 0.029]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(-0.0084, 0.029]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(-0.0084, 0.029]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.039, 0.065]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.157, 0.163]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.053, 0.055]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.040999999999999995, 0.053]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.055, 0.066]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.055, 0.066]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.055, 0.066]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.055, 0.066]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.055, 0.066]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.055, 0.066]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.055, 0.066]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.055, 0.066]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.040999999999999995, 0.053]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.040999999999999995, 0.053]","(1.21, 1.9]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.040999999999999995, 0.053]","(0.54, 1.21]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Negative
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.040999999999999995, 0.053]","(1.21, 1.9]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.040999999999999995, 0.053]","(1.21, 1.9]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
"(10.46, 19.53]","(20.38, 29.89]","(68.64999999999999, 117.29]","(216.52, 967.69]","(0.077, 0.099]","(0.011000000000000001, 0.094]","(0.004999999999999999, 0.13]","(0.029, 0.039]","(0.107, 0.157]","(0.040999999999999995, 0.053]","(1.21, 1.9]","(1.3, 2.19]","(6.56, 8.08]","(9.57, 105.98]","(-0.0069, 0.0069]","(-0.0019000000000000006, 0.011]","(0.0, 0.018]","(0.004, 0.019]","(-0.0020999999999999994, 0.013]","(-0.0089, 0.0018]","(10.19, 14.99]","(17.599999999999998, 25.2]","(86.27, 95.54]","(252.53, 698.89]","(0.07200000000000001, 0.094]","(0.040999999999999995, 0.28]","(-0.006500000000000001, 0.024]","(-0.0063, 0.029]","(0.15, 0.28]","(0.045, 0.088]",Positive
