,Case ID,Actual,Prefix Length,Prediction,Prediction Probability,LIME Subset Stability,LIME Weight Stability,LIME Adjusted Weight Stability
292,Case214,1,1,1,0.9936743,0.33005857663391924,0.7749189225046056,0.7749189225046056
293,Case215_10,0,10,0,0.9987455,0.3130526060801808,0.7534770561964548,0.7534770561964548
294,Case215_11,0,11,0,0.9888616,0.42009474796360036,0.8632337063750478,0.8632337063750478
295,Case215_12,0,12,0,0.99573284,0.4636983082706767,0.8217913445236525,0.8217913445236525
296,Case215_2,0,2,0,0.99222577,0.47066326530612246,0.8640142838101792,0.8640142838101792
297,Case215_5,0,5,0,0.9950332000000001,0.44797516996748454,0.782710429284113,0.782710429284113
298,Case218_2,0,2,0,0.9927165000000001,0.7118555806283631,0.90771106112399,0.90771106112399
299,Case218_5,0,5,0,0.9993936999999999,0.7838916854712723,0.6419885784890218,0.6419885784890218
300,Case219_4,1,4,1,0.9987356,0.3039556962025317,0.9240458854808964,0.9240458854808964
301,Case219_5,1,5,1,0.98653656,0.14506911217437513,0.8879186298818658,0.8879186298818658
302,Case219_7,1,7,1,0.9852503,0.2645104120513956,0.7880222659932619,0.7880222659932619
303,Case21_10,1,10,1,0.99978334,0.37601202868378447,0.8207763811243667,0.8207763811243667
304,Case21_11,1,11,1,0.99935275,0.45822454308093996,0.5427803859846846,0.5427803859846846
305,Case21_13,1,13,1,0.9998764000000001,0.3683409436834094,0.7550981197118847,0.7550981197118847
306,Case21_17,1,17,1,0.9997075000000001,0.30833333333333335,0.6892463547051435,0.6892463547051435
307,Case21_18,1,18,1,0.99953234,0.17949887836964373,0.8285508618024394,0.8285508618024394
308,Case21_7,1,7,1,0.9997003000000001,0.29463493940289676,0.9010024220347886,0.9010024220347886
309,Case21_8,1,8,1,0.99951315,0.28336871903750893,0.7412654935402878,0.7412654935402878
310,Case21_9,1,9,1,0.9995146999999999,0.4283008308579791,0.8933898169199425,0.8933898169199425
311,Case22,1,1,1,0.9741367,0.3755677946854419,0.9011574557313724,0.9011574557313724
312,Case222,0,1,0,0.83953166,0.12763918513709838,0.8972055736589111,0.8972055736589111
313,Case223_10,0,10,0,0.99723923,0.09274891774891736,0.5868549581444145,0.5868549581444145
314,Case223_12,0,12,0,0.9984218,0.28452130811917464,0.7842012178097417,0.7842012178097417
315,Case223_13,0,13,0,0.99925065,0.1164841849148418,0.8335677444433167,0.8335677444433167
316,Case223_14,0,14,0,0.9993605999999999,0.05142857142857149,0.8931368129169052,0.8931368129169052
317,Case223_15,0,15,0,0.9994690999999999,0.10561465498878564,0.9030447853768784,0.9030447853768784
318,Case223_16,0,16,0,0.99869865,0.26917198298777256,0.8782288293606921,0.8782288293606921
319,Case223_17,0,17,0,0.99648446,0.15036905339151962,0.7590602484112102,0.7590602484112102
320,Case223_18,0,18,0,0.9979374,0.29920763049973076,0.8472523294768359,0.8472523294768359
321,Case223_19,0,19,0,0.9954826999999999,0.22462845010615695,0.7709931408354762,0.7709931408354762
322,Case223_20,0,20,0,0.98607385,0.31033961808073485,0.8893898018601157,0.8893898018601157
323,Case223_6,0,6,0,0.98688483,0.21930395774545985,0.8812915735926689,0.8812915735926689
324,Case223_8,0,8,0,0.9977575000000001,0.006226053639846629,0.638274503629574,0.638274503629574
325,Case223_9,0,9,0,0.97471184,0.0032885013301799937,0.8180753175626858,0.8180753175626858
326,Case225_11,1,11,1,0.9999528,0.6457317073170732,0.8306889679736416,0.8306889679736416
327,Case225_14,1,14,1,0.99977535,0.5772208638956806,0.8637591481134417,0.8637591481134417
328,Case225_15,1,15,1,0.9993285,0.7191771552307484,0.8295432496748918,0.8295432496748918
329,Case225_17,1,17,1,0.9987078000000001,0.6213503649635037,0.837699053021571,0.837699053021571
330,Case225_18,1,18,1,0.99959093,0.5506834483691974,0.7395760884206504,0.7395760884206504
331,Case225_19,1,19,1,0.99885035,0.5445121951219511,0.8525972221645883,0.8525972221645883
332,Case225_20,1,20,1,0.9991296999999999,0.6068480173230477,0.8740505873809449,0.8740505873809449
333,Case225_7,1,7,1,0.9999206,0.7118555806283631,0.9017059142408421,0.9017059142408421
334,Case225_9,1,9,1,0.99996054,0.8321197411003236,0.8778342281790061,0.8778342281790061
335,Case227_2,0,2,0,0.9984181999999999,0.36490622557957786,0.7355143400640878,0.7355143400640878
336,Case228,1,1,1,0.9574589,0.3399491493150839,0.9219049370823644,0.9219049370823644
337,Case228_3,1,3,1,0.99095625,0.26123720516243887,0.813707574395831,0.813707574395831
338,Case229_10,0,10,0,0.99986446,0.27930091634643794,0.8819526838514166,0.8819526838514166
339,Case229_11,0,11,0,0.9989415999999999,0.2314814814814815,0.818149763356337,0.818149763356337
340,Case22_2,1,2,1,0.99369544,0.3898853278447516,0.9079987205094694,0.9079987205094694
341,Case230_10,1,10,1,0.99980706,0.15462962962962967,0.927194503267827,0.927194503267827
342,Case230_4,1,4,1,0.9928824,0.4908149006509662,0.852588174323779,0.852588174323779
343,Case230_5,1,5,1,0.997401,0.49976322700073184,0.7592659083252088,0.7592659083252088
344,Case230_6,1,6,1,0.9996352,0.3372875556062508,0.778417301213058,0.778417301213058
345,Case231_3,1,3,1,0.99912614,0.24589525601920958,0.7467180881103177,0.7467180881103177
346,Case231_6,1,6,1,0.9926581,0.3434842792169268,0.5168628049169925,0.5168628049169925
347,Case233,1,1,1,0.9666677,0.32923872636172613,0.7975752251780883,0.7975752251780883
348,Case235_13,1,13,1,0.99941254,0.3685167659448124,0.7502114646468764,0.7502114646468764
349,Case235_14,1,14,1,0.9994548000000001,0.25873053824840697,0.9055014068430817,0.9055014068430817
350,Case235_16,1,16,1,0.9981171,0.3152499999999999,0.8719546395052924,0.8719546395052924
351,Case235_5,1,5,1,0.9984668,0.4905269715625916,-0.043785357908126654,-0.043785357908126654
352,Case235_6,1,6,1,0.9992816999999999,0.1813550181653042,0.5151529569618007,0.5151529569618007
353,Case235_8,1,8,1,0.9898566999999999,0.1493149207034199,0.8184569916915473,0.8184569916915473
354,Case236_3,0,3,0,0.9987296,0.21896294373418135,0.8712669178476972,0.8712669178476972
355,Case236_5,0,5,0,0.9966431,0.15751879699248117,0.8345303733520932,0.8345303733520932
356,Case236_7,0,7,0,0.99901456,0.08950270027002694,0.8684745331156505,0.8684745331156505
357,Case238_11,1,11,1,0.99972934,0.5772208638956804,0.7828495437143462,0.7828495437143462
358,Case238_13,1,13,1,0.99972016,0.5506834483691974,0.9004187225029823,0.9004187225029823
359,Case238_14,1,14,1,0.9997620999999999,0.7118555806283631,0.8479817844086064,0.8479817844086064
360,Case238_2,1,2,1,0.9944199,0.6068480173230477,0.8842192829437651,0.8842192829437651
361,Case238_5,1,5,1,0.9994622,0.5506834483691974,0.853185834352961,0.853185834352961
362,Case238_7,1,7,1,0.9999559000000001,0.5506834483691972,0.8987037197171273,0.8987037197171273
363,Case239_11,0,11,0,0.9941331,0.25945519147256213,0.881211524547903,0.881211524547903
364,Case239_2,0,2,0,0.99727494,0.35864641620037296,0.8703294968325223,0.8703294968325223
365,Case239_3,0,3,0,0.9929384,0.26694871441373136,0.8358503708534997,0.8358503708534997
366,Case239_6,0,6,0,0.9983303,0.4451871657754011,0.8514247698798407,0.8514247698798407
367,Case239_7,0,7,0,0.97399026,0.3184755890828955,0.7587822534906741,0.7587822534906741
368,Case239_8,0,8,0,0.98328406,0.26169149610928044,0.8859884907099236,0.8859884907099236
369,Case239_9,0,9,0,0.98825073,0.370157839962997,0.8291728240923667,0.8291728240923667
370,Case24,1,1,1,0.9970197000000001,0.4642123589131668,0.7920097001195047,0.7920097001195047
371,Case240,1,1,1,0.9935848,0.20629517974650713,0.6858368481925177,0.6858368481925177
372,Case240_12,1,12,1,0.99951303,0.2514240506329113,0.47711662669210864,0.47711662669210864
373,Case240_14,1,14,1,0.9995215000000001,0.26993325399699886,0.8464383356281199,0.8464383356281199
374,Case240_3,1,3,1,0.9999244,0.14731105949615864,0.42403808176932867,0.42403808176932867
375,Case240_7,1,7,1,0.9965689,0.16372001064598307,0.8630348176755175,0.8630348176755175
376,Case240_8,1,8,1,0.9968901,0.3105791739031939,0.8709389215943422,0.8709389215943422
377,Case241_2,1,2,1,0.99770457,0.4008802816901408,0.8897928280418286,0.8897928280418286
378,Case242,1,1,1,0.96833336,0.2496448405010977,0.8188708161495263,0.8188708161495263
379,Case244_3,1,3,1,0.9987035,0.4082404756155059,0.8283824745552207,0.8283824745552207
380,Case244_4,1,4,1,0.9942110999999999,0.18081326490327687,0.8905727082719281,0.8905727082719281
381,Case244_6,1,6,1,0.9971155,0.4633896865832947,0.8078236077315496,0.8078236077315496
382,Case244_7,1,7,1,0.9943223,0.2727217790669567,0.4921340356080174,0.4921340356080174
383,Case244_8,1,8,1,0.9876746999999999,0.41708483444844746,0.909665881960459,0.909665881960459
384,Case245_11,1,11,1,0.9980210999999999,0.293283838086837,0.44739780238769045,0.44739780238769045
385,Case245_14,1,14,1,0.9989524,0.3699212484074752,0.9071855058328088,0.9071855058328088
386,Case245_15,1,15,1,0.9987638000000001,0.2912972085385874,0.8341138073875278,0.8341138073875278
387,Case245_4,1,4,1,0.9988776,0.2693661971830986,0.8741437051740126,0.8741437051740126
388,Case245_5,1,5,1,0.99691284,0.081246429251571,0.8426691267572292,0.8426691267572292
389,Case245_6,1,6,1,0.99892694,0.26971684530475115,0.9298895314837586,0.9298895314837586
390,Case245_7,1,7,1,0.9998123,0.13736246561640386,0.9218172786089607,0.9218172786089607
391,Case245_8,1,8,1,0.9996841999999999,0.3072248931623932,0.9048359948168809,0.9048359948168809
392,Case245_9,1,9,1,0.99927086,0.2583052985702269,0.8863614745877584,0.8863614745877584
393,Case248,1,1,1,0.9806732,0.2507686257686259,0.8855249104104068,0.8855249104104068
394,Case248_12,1,12,1,0.9998554000000001,0.3604967367657723,0.897414140679934,0.897414140679934
395,Case248_2,1,2,1,0.9872437,0.6081987577639751,0.9063469609470595,0.9063469609470595
396,Case248_3,1,3,1,0.9978229999999999,0.42274436090225564,0.814884493719222,0.814884493719222
397,Case248_4,1,4,1,0.99885607,0.3572185538436453,0.8382435559831487,0.8382435559831487
398,Case248_6,1,6,1,0.9993561,0.38244047619047616,0.8674163178669646,0.8674163178669646
399,Case248_7,1,7,1,0.99928963,0.17949887836964373,0.8925300999162414,0.8925300999162414
400,Case248_8,1,8,1,0.99821585,0.1380769230769231,0.8305622023952925,0.8305622023952925
401,Case248_9,1,9,1,0.99929285,0.2726350260596837,0.8195884897654898,0.8195884897654898
402,Case249,1,1,1,0.9932928,0.26700361403222694,0.6990584395606676,0.6990584395606676
403,Case249_11,1,11,1,0.999129,0.25839321698794726,0.8809390508162334,0.8809390508162334
404,Case249_13,1,13,1,0.9998405,0.44558247239045223,0.8425593942821945,0.8425593942821945
405,Case249_15,1,15,1,0.999741,0.38931073047265885,0.5857977054107388,0.5857977054107388
406,Case249_17,1,17,1,0.9997825,0.3372875556062508,-0.027416044444642074,-0.027416044444642074
407,Case249_2,1,2,1,0.99996257,0.3372875556062507,0.8350774553623164,0.8350774553623164
408,Case249_8,1,8,1,0.9976279,0.3568384347152266,0.8661055713630225,0.8661055713630225
409,Case249_9,1,9,1,0.99587667,0.5253330860304801,0.8368851049648981,0.8368851049648981
410,Case24_2,1,2,1,0.9973470999999999,0.42274631157789455,0.8215029450410742,0.8215029450410742
411,Case25,1,1,1,0.9610443000000001,0.47581795216558675,0.9256069148754167,0.9256069148754167
412,Case250,0,1,0,0.8897349,0.06032227571500781,0.8857028379640461,0.8857028379640461
413,Case250_10,0,10,0,0.9989679,0.10663030998851897,0.8170245187037509,0.8170245187037509
414,Case250_12,0,12,0,0.99981904,0.29888198757763973,0.858609370458417,0.858609370458417
415,Case250_13,0,13,0,0.9994879999999999,0.29805346051464054,0.8788025580292463,0.8788025580292463
416,Case250_14,0,14,0,0.98595995,0.2895689317855745,0.8277209442310842,0.8277209442310842
417,Case250_3,0,3,0,0.9926577,0.22501064770828583,-0.17436297385180288,-0.17436297385180288
418,Case250_4,0,4,0,0.9942514000000001,0.21559979838709675,0.8592201407740196,0.8592201407740196
419,Case250_6,0,6,0,0.9952206,0.3008342164615092,0.885802212745022,0.885802212745022
420,Case250_7,0,7,0,0.9954415000000001,0.15270833333333322,0.8695430007203766,0.8695430007203766
421,Case250_9,0,9,0,0.99016255,0.29975988058926584,0.858428542304568,0.858428542304568
422,Case251_10,0,10,0,0.99966276,0.32907939776555484,0.9124626927027814,0.9124626927027814
423,Case251_11,0,11,0,0.9997763000000001,0.23839844248691433,0.5237706074473247,0.5237706074473247
424,Case251_13,0,13,0,0.9978578000000001,0.35804098546775665,0.7634307572878846,0.7634307572878846
425,Case251_14,0,14,0,0.99828935,0.29920763049973076,0.27640077870457636,0.27640077870457636
426,Case251_8,0,8,0,0.9994004000000001,0.37586393745369295,0.8550752306716407,0.8550752306716407
427,Case252_6,0,6,0,0.99990803,0.457296176046176,0.7730935497115308,0.7730935497115308
428,Case252_7,0,7,0,0.9999843,0.34688938091516885,0.8954931186015919,0.8954931186015919
429,Case252_8,0,8,0,0.99994385,0.24358323124271652,0.8610986804668646,0.8610986804668646
430,Case254,0,1,0,0.99065554,0.6213503649635037,0.7861889868314518,0.7861889868314518
431,Case256_10,1,10,1,0.9999906,0.2151532165125143,0.7153586596421615,0.7153586596421615
432,Case256_4,1,4,1,0.99986434,0.3121110839379364,0.7222899115589431,0.7222899115589431
433,Case256_5,1,5,1,0.99893886,0.26875637577668554,0.8605492811248168,0.8605492811248168
434,Case256_6,1,6,1,0.99789894,0.11062666272539157,0.829000698643036,0.829000698643036
435,Case256_7,1,7,1,0.9996091999999999,0.26576923076923087,0.8630034737085737,0.8630034737085737
436,Case256_9,1,9,1,0.99997604,0.3633170495377286,0.8272083267017253,0.8272083267017253
437,Case257,1,1,1,0.9906337,0.29951237809452347,0.8991258105854574,0.8991258105854574
438,Case257_10,1,10,1,0.99977654,0.22443845462713374,0.8419562669212062,0.8419562669212062
439,Case257_11,1,11,1,0.9998863000000001,0.48400994679620646,0.9114078097653541,0.9114078097653541
440,Case257_12,1,12,1,0.99993587,0.19527774609330428,0.8695399873235697,0.8695399873235697
441,Case257_2,1,2,1,0.99889296,0.16778074866310144,0.7771958696678344,0.7771958696678344
442,Case257_4,1,4,1,0.9975877000000001,0.22443845462713385,0.8169045140285096,0.8169045140285096
443,Case257_6,1,6,1,0.9999976,0.258266309204647,0.7601705640916395,0.7601705640916395
444,Case257_8,1,8,1,0.99975973,0.3842158953908932,0.6526527548139436,0.6526527548139436
445,Case258_11,1,11,1,0.9994579,0.1292236451776283,0.7056481912949584,0.7056481912949584
446,Case258_12,1,12,1,0.99952936,0.3346989668685427,0.14331039607462603,0.14331039607462603
447,Case258_8,1,8,1,0.99799085,0.09867418716976228,0.8639520941836111,0.8639520941836111
448,Case259_10,1,10,1,0.9999191999999999,0.5445121951219511,0.060277181524676204,0.060277181524676204
449,Case259_12,1,12,1,0.99991286,0.8321197411003236,0.8876018895953327,0.8876018895953327
450,Case259_13,1,13,1,0.9998903,0.6213503649635037,0.8516720143160307,0.8516720143160307
451,Case259_18,1,18,1,0.9999726000000001,0.8321197411003236,0.8629601346515341,0.8629601346515341
452,Case259_19,1,19,1,0.99992776,0.5445121951219511,0.8689903782236172,0.8689903782236172
453,Case259_3,1,3,1,0.99997914,0.6213503649635037,0.8378130315125758,0.8378130315125758
454,Case259_8,1,8,1,0.999985,0.6213503649635037,0.8207753577234831,0.8207753577234831
455,Case25_12,1,12,1,0.9995895,0.20508443656833097,0.8375034373588731,0.8375034373588731
456,Case25_15,1,15,1,0.99909925,0.3770419426048566,0.8320022283436583,0.8320022283436583
457,Case25_18,1,18,1,0.9974765,0.2332975295381311,0.8349016195705453,0.8349016195705453
458,Case25_20,1,20,1,0.9980353999999999,0.2865268029110274,0.8725318410446706,0.8725318410446706
459,Case25_5,1,5,1,0.9986105,0.22668772206869314,0.8386299898072023,0.8386299898072023
460,Case25_9,1,9,1,0.9996271000000001,0.357429718875502,0.7444703022559851,0.7444703022559851
461,Case260,1,1,1,0.99704164,0.7838916854712723,0.9274825492158996,0.9274825492158996
462,Case260_10,1,10,1,0.99894696,0.6213503649635037,-0.3234009946283849,-0.3234009946283849
463,Case260_11,1,11,1,0.99924016,0.6213503649635037,0.8399596232117099,0.8399596232117099
464,Case260_13,1,13,1,0.9998184999999999,0.8321197411003236,0.8006212961584173,0.8006212961584173
465,Case260_14,1,14,1,0.99956363,0.7118555806283631,0.8992276508788368,0.8992276508788368
466,Case260_17,1,17,1,0.99948907,0.7118555806283631,0.8894027765133626,0.8894027765133626
467,Case260_19,1,19,1,0.9984403000000001,0.4932844932844933,0.81772447288925,0.81772447288925
468,Case260_20,1,20,1,0.99848926,0.6068480173230477,0.8780177495448345,0.8780177495448345
469,Case260_8,1,8,1,0.9983688000000001,0.6844586374695865,0.8063315058688689,0.8063315058688689
470,Case260_9,1,9,1,0.99887735,0.8106751824817519,-1.3096834157191979,-1.3096834157191979
471,Case261_10,0,10,0,0.9987147,0.17678867422080946,0.7476021887708553,0.7476021887708553
472,Case261_5,0,5,0,0.9869725,0.4120113347212584,-2.3530157374834033,-2.3530157374834033
473,Case263_12,0,12,0,0.99992037,0.04512609712904425,0.7532383855616585,0.7532383855616585
474,Case263_13,0,13,0,0.99941766,0.14568173113749527,0.6981098230199891,0.6981098230199891
475,Case263_14,0,14,0,0.99966204,0.16705264783078577,0.8453046119259986,0.8453046119259986
476,Case263_15,0,15,0,0.99903363,0.4151478794111485,0.39755496538294144,0.39755496538294144
477,Case263_16,0,16,0,0.99916744,0.38244047619047616,0.8053990825194702,0.8053990825194702
478,Case263_17,0,17,0,0.99720705,0.27032967032967037,0.8567587702480377,0.8567587702480377
479,Case263_18,0,18,0,0.999017,0.28909492273730664,-10.4744944089919,-10.4744944089919
480,Case263_19,0,19,0,0.99919987,0.4161255411255408,0.6957302654264392,0.6957302654264392
481,Case263_20,0,20,0,0.9987981,0.1140739015680795,0.833607730305441,0.833607730305441
482,Case263_5,0,5,0,0.99977595,0.33435090805608725,0.407093486629188,0.407093486629188
483,Case263_9,0,9,0,0.9972004999999999,0.3058501958224543,0.7517248153480743,0.7517248153480743
484,Case264_10,1,10,1,0.82911366,0.044975574306592825,0.8746341024156556,0.8746341024156556
485,Case264_11,1,11,1,0.945263,0.2192229038854806,0.8685663162528318,0.8685663162528318
486,Case265_11,0,11,0,0.9996371999999999,0.2643452077414342,0.8735674644867104,0.8735674644867104
487,Case265_12,0,12,0,0.99985963,0.2320433153614183,0.8323896078170006,0.8323896078170006
488,Case265_13,0,13,0,0.9998325000000001,0.25237471339665907,0.4290982300357359,0.4290982300357359
489,Case265_14,0,14,0,0.9987484000000001,0.2477967352609185,0.9117442977464433,0.9117442977464433
490,Case265_15,0,15,0,0.9953103000000001,0.38911920211487616,0.9013569846566398,0.9013569846566398
491,Case265_16,0,16,0,0.99740046,0.2270495313791695,0.8099484382799915,0.8099484382799915
492,Case265_3,0,3,0,0.9998548,0.26751150245914634,0.8496281160603312,0.8496281160603312
493,Case265_5,0,5,0,0.99987406,0.198662709051449,0.8639200579196513,0.8639200579196513
494,Case265_6,0,6,0,0.99901944,0.35126436781609194,0.875641416798059,0.875641416798059
495,Case265_9,0,9,0,0.9997302,0.2548006449721486,0.9069286043504865,0.9069286043504865
496,Case266_10,1,10,1,0.9978403,0.168098510882016,0.8524646047294562,0.8524646047294562
497,Case266_12,1,12,1,0.99970466,0.3009958334564582,0.3652772070320288,0.3652772070320288
498,Case266_13,1,13,1,0.99937147,0.2529252925292529,0.5929982845067477,0.5929982845067477
499,Case266_14,1,14,1,0.999481,0.29961746174617454,0.8855405048190044,0.8855405048190044
500,Case266_15,1,15,1,0.9994535,0.1899866094732301,0.8377564056721909,0.8377564056721909
501,Case266_2,1,2,1,0.9903870000000001,0.29177620958442885,0.9223261754590093,0.9223261754590093
502,Case266_4,1,4,1,0.9998938,0.1789545271878572,0.6670553590049271,0.6670553590049271
503,Case266_6,1,6,1,0.9997700999999999,0.0952400177641406,0.9142133081388218,0.9142133081388218
504,Case266_9,1,9,1,0.9994287000000001,0.5080094841545224,0.8690787280823455,0.8690787280823455
505,Case267_10,1,10,1,0.9998093000000001,0.8321197411003236,0.819991208387527,0.819991208387527
506,Case267_11,1,11,1,0.99917823,0.6213503649635037,0.6848670887624928,0.6848670887624928
507,Case267_16,1,16,1,0.9998946,0.8321197411003236,0.5736558691632843,0.5736558691632843
508,Case267_17,1,17,1,0.999915,0.8321197411003236,0.7691141107329409,0.7691141107329409
509,Case267_18,1,18,1,0.9999210999999999,0.5506834483691974,0.6470241873019538,0.6470241873019538
510,Case267_19,1,19,1,0.9999210999999999,0.7118555806283631,0.8887872748950396,0.8887872748950396
511,Case267_20,1,20,1,0.9998950999999999,0.5506834483691974,0.8895462314975962,0.8895462314975962
512,Case267_3,1,3,1,0.9999924000000001,0.6844586374695865,0.8761661653549028,0.8761661653549028
513,Case267_5,1,5,1,0.9999583000000001,0.7118555806283631,0.8684245460818093,0.8684245460818093
514,Case267_6,1,6,1,0.99999106,0.7118555806283631,-1.3714653192824984,-1.3714653192824984
515,Case267_7,1,7,1,0.99997437,0.8321197411003236,0.5009295179742438,0.5009295179742438
516,Case267_8,1,8,1,0.99995124,0.8321197411003236,0.8956385908454587,0.8956385908454587
517,Case268_9,1,9,1,0.9967294,0.15954095409540936,-373.7169469048528,-373.7169469048528
518,Case269_11,0,11,0,0.99945855,0.5302380819833361,0.8886744362958627,0.8886744362958627
519,Case269_12,0,12,0,0.99979866,0.26497083702323887,0.7606760824455501,0.7606760824455501
520,Case269_13,0,13,0,0.99981225,0.3492456401698011,0.8537387997889085,0.8537387997889085
521,Case269_14,0,14,0,0.99991214,0.37707572480468976,0.8043266542696095,0.8043266542696095
522,Case269_15,0,15,0,0.99984014,0.24387552186904593,0.8236876181731666,0.8236876181731666
523,Case269_16,0,16,0,0.9998945,0.35804378867206066,0.8782073516332412,0.8782073516332412
524,Case269_17,0,17,0,0.9999046,0.3639305177111716,0.8970668141837408,0.8970668141837408
525,Case269_18,0,18,0,0.9998773999999999,0.41570480651276887,0.8424319851760808,0.8424319851760808
526,Case269_19,0,19,0,0.99984264,0.3075847763347762,0.7627185091895985,0.7627185091895985
527,Case269_20,0,20,0,0.99807197,0.3173160173160172,0.7746607650329818,0.7746607650329818
528,Case269_4,0,4,0,0.9938236999999999,0.42508525149190113,0.8306393479397681,0.8306393479397681
529,Case269_6,0,6,0,0.9973445,0.06381759750781035,0.8925689742961619,0.8925689742961619
530,Case269_7,0,7,0,0.994883,0.24790455334893902,0.9142785777830038,0.9142785777830038
531,Case269_9,0,9,0,0.9944165999999999,0.3460495455878041,0.7022095237370951,0.7022095237370951
532,Case27,0,1,0,0.99402046,0.2961498911606414,0.7583301386048529,0.7583301386048529
533,Case271_4,1,4,1,0.9991346999999999,0.26545158821278236,0.49199365875652235,0.49199365875652235
534,Case271_5,1,5,1,0.99903727,0.18742167919799513,0.7961790351372084,0.7961790351372084
535,Case272_2,1,2,1,0.99072874,0.37450420434713616,0.8536397947508279,0.8536397947508279
536,Case272_4,1,4,1,0.99480927,0.1788715731070496,0.8700359654554177,0.8700359654554177
537,Case273_10,0,10,0,0.9997107,0.2066634805762272,0.8018634946521492,0.8018634946521492
538,Case273_11,0,11,0,0.99917334,0.14568173113749527,0.8860221850205977,0.8860221850205977
539,Case273_13,0,13,0,0.9988191999999999,0.35664164490861605,0.9100440020003026,0.9100440020003026
540,Case273_14,0,14,0,0.99729604,0.21257805223031023,0.8465381843578128,0.8465381843578128
541,Case273_15,0,15,0,0.9985403,0.35478855721393043,0.8685342466301221,0.8685342466301221
542,Case273_5,0,5,0,0.99896103,0.1513807904114025,0.7529627385326014,0.7529627385326014
543,Case273_8,0,8,0,0.99983144,0.3636666666666666,0.8256320512735493,0.8256320512735493
544,Case274_10,0,10,0,0.99983543,0.26065248226950366,0.3999545742938553,0.3999545742938553
545,Case274_11,0,11,0,0.9999418,0.2593577515394343,0.49834668447878094,0.49834668447878094
546,Case274_13,0,13,0,0.99881667,-0.012328586497890814,0.8111507659923761,0.8111507659923761
547,Case274_6,0,6,0,0.9986896999999999,0.24276653054131547,0.8049264075017714,0.8049264075017714
548,Case274_8,0,8,0,0.9998893,0.28705128205128183,0.9009899026757238,0.9009899026757238
549,Case277_11,1,11,1,0.99840873,0.29649511516899874,0.7240200132897618,0.7240200132897618
550,Case277_13,1,13,1,0.99774534,0.30503519527702083,0.7491489016868096,0.7491489016868096
551,Case277_5,1,5,1,0.99656516,0.3576056427933103,0.9291881454333829,0.9291881454333829
552,Case277_7,1,7,1,0.9982424999999999,0.24659350522193213,0.8462662127826143,0.8462662127826143
553,Case277_9,1,9,1,0.9991754999999999,0.19441176470588217,0.8255425484264709,0.8255425484264709
554,Case27_10,0,10,0,0.99812806,0.2044892406628741,0.823352588404141,0.823352588404141
555,Case27_11,0,11,0,0.99798536,0.10477925776995878,0.9192800645336194,0.9192800645336194
556,Case27_12,0,12,0,0.99969333,0.19668234832892284,0.7385341786264767,0.7385341786264767
557,Case27_13,0,13,0,0.99961746,0.1813533366210709,0.8095925039392433,0.8095925039392433
558,Case27_14,0,14,0,0.99866396,0.17926634768740024,0.8840161175832032,0.8840161175832032
559,Case27_15,0,15,0,0.9968021,0.20348058902275767,0.8029934412708474,0.8029934412708474
560,Case27_4,0,4,0,0.9982534,0.24025034059945516,0.8692334225675251,0.8692334225675251
561,Case27_7,0,7,0,0.99675983,0.3770186052859026,0.7753280102756054,0.7753280102756054
562,Case27_8,0,8,0,0.99593353,0.20289666986788457,0.8556046606845522,0.8556046606845522
563,Case27_9,0,9,0,0.9963283000000002,0.1782264774965504,0.8669636440014921,0.8669636440014921
564,Case28_10,1,10,1,0.9990716999999999,0.7838916854712723,0.8939016790431636,0.8939016790431636
565,Case28_11,1,11,1,0.99912685,0.7118555806283631,0.836064505078642,0.836064505078642
566,Case28_12,1,12,1,0.999175,0.8321197411003236,-12.152417651470437,-12.152417651470437
567,Case28_13,1,13,1,0.99831164,0.6213503649635037,0.8428568483843356,0.8428568483843356
568,Case28_14,1,14,1,0.99872154,0.5506834483691972,0.8230862023766448,0.8230862023766448
569,Case28_15,1,15,1,0.99795157,0.8321197411003236,0.7616210330225446,0.7616210330225446
570,Case28_16,1,16,1,0.99865746,0.7118555806283631,0.8683310840956209,0.8683310840956209
571,Case28_3,1,3,1,0.99996126,0.7118555806283631,0.8995269915090267,0.8995269915090267
572,Case28_4,1,4,1,0.9999684000000001,0.5506834483691974,0.8065732607766624,0.8065732607766624
573,Case28_6,1,6,1,0.99991846,0.8106751824817519,0.9057266779762708,0.9057266779762708
574,Case28_7,1,7,1,0.99953485,0.7118555806283631,0.8488575069364597,0.8488575069364597
575,Case29_2,1,2,1,0.9999505,0.32884097035040416,0.8206420203765712,0.8206420203765712
576,Case29_5,1,5,1,0.9969066999999999,0.17272776251279554,0.9124609942949655,0.9124609942949655
577,Case29_6,1,6,1,0.9992610999999999,0.3491997601586644,0.3247147108550361,0.3247147108550361
578,Case30_2,0,2,0,0.9963936,0.23525798525798536,0.8864830489649017,0.8864830489649017
579,Case30_6,0,6,0,0.98613447,0.2921939885307493,0.8427684150578327,0.8427684150578327
580,Case31_3,1,3,1,0.9964665,0.26751150245914634,0.8462957001551088,0.8462957001551088
581,Case31_4,1,4,1,0.96699256,0.29920763049973076,0.8735609827360279,0.8735609827360279
582,Case32_2,1,2,1,0.9984597,0.5393495393495393,0.9090252063675383,0.9090252063675383
583,Case32_3,1,3,1,0.99998057,0.8321197411003236,0.7578357875462532,0.7578357875462532
584,Case32_5,1,5,1,0.9989181999999999,0.5951219512195121,0.830370587237807,0.830370587237807
